updated,A3,A4,A5
04:32:36,7.394,0.273,6.600
04:32:31,7.394,0.284,6.481
04:32:26,7.346,0.273,6.493
04:32:21,7.394,0.284,6.623
04:32:16,7.405,0.273,6.695
04:32:11,7.394,0.284,6.529
04:32:06,7.394,0.284,6.375
04:32:01,7.358,0.284,6.090
04:31:56,7.405,0.284,6.540
04:31:51,7.405,0.273,6.635
04:31:46,7.382,0.273,6.635
04:31:41,7.405,0.284,6.576
04:31:36,7.382,0.273,6.647
04:31:31,7.382,0.273,6.588
04:31:26,7.370,0.261,6.623
04:31:21,7.370,0.284,6.706
04:31:16,7.394,0.273,6.683
04:31:11,7.394,0.284,6.647
04:31:06,7.394,0.261,6.529
04:31:01,7.382,0.284,6.718
04:30:56,7.394,0.273,6.671
04:30:51,7.417,0.284,6.659
04:30:46,7.405,0.284,6.695
04:30:41,7.370,0.273,6.742
04:30:36,7.394,0.296,6.647
04:30:31,7.417,0.284,6.718
04:30:26,7.394,0.284,6.683
04:30:21,7.405,0.284,6.742
04:30:16,7.394,0.261,6.659
04:30:11,7.370,0.284,6.706
04:30:06,7.394,0.284,6.695
04:30:01,7.394,0.284,6.683
04:29:56,7.370,0.284,6.695
04:29:51,7.382,0.273,6.635
04:29:46,7.405,0.284,6.718
04:29:41,7.417,0.284,6.659
04:29:36,7.405,0.273,6.683
04:29:31,7.405,0.284,6.683
04:29:26,7.370,0.273,6.647
04:29:21,7.394,0.273,6.695
04:29:16,7.405,0.273,6.706
04:29:11,7.405,0.273,6.647
04:29:06,7.405,0.273,6.706
04:29:01,7.405,0.273,6.659
04:28:56,7.382,0.273,6.635
04:28:51,7.394,0.273,6.706
04:28:46,7.394,0.284,6.647
04:28:41,7.346,0.273,6.351
04:28:36,7.405,0.249,6.659
04:28:31,7.394,0.284,6.612
04:28:26,7.405,0.273,6.683
04:28:21,7.382,0.273,6.552
04:28:16,7.322,0.261,6.078
04:28:11,7.394,0.249,6.766
04:28:06,7.394,0.249,6.647
04:28:02,7.405,0.284,6.469
04:27:56,7.394,0.273,6.623
04:27:51,7.429,0.273,6.706
04:27:46,7.417,0.249,6.659
04:27:41,7.382,0.273,6.588
04:27:36,7.405,0.273,6.564
04:27:31,7.334,0.273,6.209
04:27:26,7.417,0.273,6.647
04:27:21,7.429,0.273,6.600
04:27:16,7.382,0.273,6.612
04:27:11,7.429,0.284,6.339
04:27:06,7.405,0.273,6.718
04:27:01,7.405,0.261,6.718
04:26:56,7.394,0.273,6.647
04:26:51,7.334,0.273,6.647
04:26:46,7.394,0.273,6.635
04:26:41,7.394,0.284,6.659
04:26:36,7.405,0.273,6.671
04:26:31,7.394,0.249,6.659
04:26:26,7.358,0.273,6.221
04:26:21,7.394,0.284,6.683
04:26:16,7.394,0.273,6.695
04:26:11,7.405,0.284,6.659
04:26:06,7.358,0.284,6.695
04:26:01,7.405,0.273,6.612
04:25:56,7.394,0.273,6.671
04:25:51,7.382,0.273,6.647
04:25:46,7.358,0.273,6.659
04:25:41,7.405,0.273,6.647
04:25:36,7.382,0.284,6.683
04:25:31,7.405,0.249,6.683
04:25:26,7.405,0.284,6.540
04:25:21,7.405,0.249,6.588
04:25:16,7.394,0.284,6.576
04:25:11,7.394,0.273,6.683
04:25:06,7.394,0.273,6.671
04:25:01,7.370,0.273,6.209
04:24:56,7.405,0.273,6.635
04:24:51,7.405,0.273,6.742
04:24:46,7.382,0.284,6.623
04:24:41,7.370,0.261,6.564
04:24:36,7.405,0.284,6.552
04:24:31,7.394,0.273,6.659
04:24:26,7.417,0.273,6.635
04:24:21,7.394,0.273,6.612
04:24:16,7.382,0.249,6.647
04:24:11,7.417,0.273,6.659
04:24:06,7.405,0.273,6.683
04:24:01,7.394,0.273,6.576
04:23:56,7.382,0.273,6.517
04:23:51,7.394,0.261,6.695
04:23:46,7.417,0.249,6.718
04:23:41,7.394,0.284,6.706
04:23:36,7.370,0.284,6.659
04:23:31,7.322,0.273,6.718
04:23:26,7.382,0.261,6.695
04:23:21,7.405,0.284,6.683
04:23:16,7.382,0.273,6.695
04:23:11,7.382,0.284,6.540
04:23:06,7.382,0.273,6.612
04:23:01,7.405,0.273,6.623
04:22:56,7.417,0.284,6.706
04:22:51,7.346,0.284,6.718
04:22:46,7.322,0.273,6.422
04:22:41,7.370,0.273,6.600
04:22:36,7.405,0.284,6.635
04:22:31,7.382,0.273,6.659
04:22:26,7.382,0.273,6.718
04:22:21,7.394,0.273,6.671
04:22:16,7.394,0.273,6.671
04:22:11,7.405,0.261,6.588
04:22:06,7.358,0.284,6.469
04:22:01,7.405,0.284,6.647
04:21:56,7.429,0.273,6.695
04:21:51,7.394,0.273,6.612
04:21:46,7.429,0.284,6.683
04:21:41,7.417,0.284,6.659
04:21:36,7.429,0.284,6.647
04:21:31,7.405,0.261,6.730
04:21:26,7.405,0.284,6.706
04:21:21,7.394,0.284,6.683
04:21:16,7.405,0.284,6.623
04:21:11,7.417,0.284,6.647
04:21:06,7.417,0.284,6.777
04:21:01,7.394,0.284,6.754
04:20:56,7.394,0.273,6.683
04:20:51,7.405,0.273,6.469
04:20:46,7.382,0.273,6.766
04:20:41,7.429,0.284,6.671
04:20:36,7.394,0.273,6.623
04:20:31,7.370,0.284,6.695
04:20:26,7.382,0.273,6.659
04:20:21,7.394,0.273,6.706
04:20:16,7.394,0.273,6.659
04:20:11,7.394,0.284,6.434
04:20:06,7.405,0.284,6.398
04:20:01,7.394,0.261,6.647
04:19:56,7.405,0.249,6.671
04:19:51,7.382,0.284,6.612
04:19:46,7.358,0.284,6.375
04:19:41,7.382,0.273,6.659
04:19:36,7.382,0.284,6.623
04:19:31,7.405,0.273,6.718
04:19:26,7.382,0.273,6.540
04:19:21,7.382,0.284,6.588
04:19:16,7.394,0.273,6.659
04:19:11,7.417,0.273,6.683
04:19:06,7.417,0.284,6.671
04:19:01,7.382,0.273,6.398
04:18:56,7.370,0.273,5.948
04:18:51,7.394,0.284,6.612
04:18:46,7.405,0.273,6.695
04:18:41,7.382,0.284,6.481
04:18:36,7.405,0.273,6.600
04:18:31,7.417,0.284,6.564
04:18:26,7.370,0.284,6.623
04:18:21,7.382,0.284,6.683
04:18:16,7.382,0.273,6.458
04:18:11,7.405,0.284,6.564
04:18:06,7.417,0.249,6.540
04:18:01,7.394,0.273,6.659
04:17:56,7.417,0.273,6.576
04:17:51,7.346,0.284,6.612
04:17:46,7.405,0.273,6.540
04:17:41,7.382,0.273,6.552
04:17:36,7.405,0.273,6.469
04:17:31,7.358,0.273,6.126
04:17:26,7.429,0.284,6.552
04:17:21,7.417,0.273,6.505
04:17:16,7.394,0.273,6.564
04:17:11,7.346,0.284,6.304
04:17:06,7.394,0.284,6.576
04:17:01,7.405,0.296,6.552
04:16:56,7.417,0.273,6.588
04:16:51,7.417,0.273,6.398
04:16:46,7.382,0.273,6.540
04:16:41,7.405,0.284,6.529
04:16:36,7.394,0.273,6.612
04:16:31,7.405,0.273,6.517
04:16:26,7.346,0.249,6.564
04:16:21,7.394,0.273,6.623
04:16:16,7.405,0.284,6.588
04:16:11,7.405,0.273,6.552
04:16:06,7.394,0.284,6.576
04:16:01,7.394,0.273,6.671
04:15:56,7.394,0.273,6.600
04:15:51,7.382,0.284,6.623
04:15:46,7.370,0.284,6.398
04:15:41,7.358,0.284,6.209
04:15:36,7.394,0.284,6.718
04:15:31,7.394,0.249,6.647
04:15:26,7.405,0.284,6.671
04:15:21,7.405,0.273,6.671
04:15:16,7.394,0.284,6.671
04:15:11,7.405,0.284,6.647
04:15:06,7.417,0.273,6.612
04:15:01,7.394,0.249,6.671
04:14:56,7.417,0.273,6.671
04:14:51,7.394,0.273,6.647
04:14:46,7.405,0.273,6.588
04:14:41,7.370,0.273,6.612
04:14:36,7.382,0.273,6.505
04:14:31,7.405,0.273,6.623
04:14:26,7.417,0.284,6.718
04:14:21,7.394,0.273,6.469
04:14:16,7.311,0.284,6.683
04:14:11,7.417,0.284,6.540
04:14:06,7.405,0.273,6.706
04:14:01,7.405,0.249,6.635
04:13:56,7.358,0.284,6.671
04:13:51,7.394,0.249,6.623
04:13:46,7.405,0.273,6.588
04:13:41,7.405,0.273,6.576
04:13:36,7.394,0.273,6.386
04:13:31,7.358,0.284,6.612
04:13:26,7.429,0.284,6.588
04:13:21,7.405,0.273,6.600
04:13:16,7.382,0.284,6.517
04:13:11,7.394,0.273,6.292
04:13:06,7.417,0.284,6.576
04:13:01,7.394,0.273,6.600
04:12:56,7.405,0.284,6.517
04:12:51,7.417,0.273,6.304
04:12:46,7.405,0.273,6.600
04:12:41,7.405,0.284,6.635
04:12:36,7.405,0.273,6.564
04:12:31,7.405,0.284,6.410
04:12:26,7.405,0.273,6.067
04:12:21,7.429,0.284,6.540
04:12:16,7.429,0.284,6.493
04:12:11,7.405,0.273,6.600
04:12:07,7.346,0.273,6.327
04:12:01,7.405,0.284,6.588
04:11:56,7.394,0.261,6.600
04:11:52,7.394,0.249,6.576
04:11:46,7.394,0.284,6.612
04:11:41,7.405,0.249,6.564
04:11:36,7.405,0.273,6.612
04:11:31,7.405,0.284,6.671
04:11:26,7.405,0.296,6.612
04:11:21,7.370,0.273,6.623
04:11:16,7.394,0.273,6.623
04:11:11,7.417,0.284,6.612
04:11:06,7.405,0.273,6.659
04:11:01,7.394,0.273,6.647
04:10:56,7.429,0.273,6.600
04:10:51,7.382,0.273,6.623
04:10:46,7.429,0.273,6.600
04:10:41,7.429,0.284,6.647
04:10:36,7.405,0.273,6.647
04:10:31,7.394,0.284,6.612
04:10:26,7.417,0.284,6.659
04:10:21,7.405,0.273,6.647
04:10:16,7.429,0.284,6.635
04:10:11,7.417,0.273,6.612
04:10:06,7.394,0.273,6.612
04:10:01,7.382,0.284,6.552
04:09:56,7.405,0.284,6.576
04:09:51,7.405,0.261,6.386
04:09:46,7.405,0.284,6.647
04:09:41,7.405,0.273,6.505
04:09:36,7.405,0.273,6.185
04:09:31,7.394,0.273,6.529
04:09:26,7.417,0.284,6.635
04:09:21,7.405,0.284,6.564
04:09:16,7.405,0.284,6.612
04:09:11,7.322,0.273,6.067
04:09:06,7.429,0.273,6.623
04:09:01,7.405,0.284,6.588
04:08:56,7.405,0.273,6.564
04:08:51,7.299,0.273,6.078
04:08:46,7.382,0.273,6.635
04:08:41,7.417,0.284,6.635
04:08:36,7.405,0.273,6.552
04:08:31,7.394,0.284,6.635
04:08:26,7.405,0.273,6.612
04:08:21,7.405,0.249,6.588
04:08:16,7.405,0.273,6.576
04:08:11,7.382,0.284,6.434
04:08:06,7.358,0.273,6.067
04:08:01,7.417,0.284,6.612
04:07:56,7.405,0.284,6.671
04:07:51,7.405,0.273,6.635
04:07:46,7.417,0.284,6.623
04:07:41,7.405,0.273,6.623
04:07:36,7.405,0.273,6.612
04:07:31,7.394,0.273,6.659
04:07:26,7.417,0.273,6.564
04:07:21,7.417,0.273,6.588
04:07:16,7.429,0.273,6.623
04:07:11,7.429,0.273,6.612
04:07:06,7.394,0.273,6.706
04:07:01,7.417,0.249,6.671
04:06:56,7.394,0.284,6.635
04:06:51,7.417,0.284,6.540
04:06:46,7.405,0.273,6.588
04:06:41,7.394,0.273,6.588
04:06:36,7.417,0.284,6.612
04:06:31,7.417,0.284,6.446
04:06:26,7.405,0.273,6.612
04:06:21,7.429,0.273,6.588
04:06:16,7.417,0.296,6.552
04:06:11,7.417,0.308,6.446
04:06:06,7.370,0.308,5.995
04:06:01,7.417,0.308,6.540
04:05:56,7.417,0.308,6.458
04:05:51,7.429,0.308,6.398
04:05:46,7.405,0.296,6.458
04:05:41,7.417,0.296,6.529
04:05:36,7.405,0.296,6.505
04:05:31,7.405,0.284,6.529
04:05:26,7.382,0.296,6.540
04:05:21,7.394,0.284,6.493
04:05:16,7.405,0.296,6.493
04:05:11,7.405,0.273,6.469
04:05:06,7.405,0.296,6.493
04:05:01,7.429,0.308,6.493
04:04:56,7.417,0.296,6.564
04:04:51,7.429,0.296,6.469
04:04:46,7.417,0.296,6.505
04:04:41,7.394,0.296,6.493
04:04:36,7.394,0.308,6.138
04:04:31,7.405,0.308,6.552
04:04:26,7.405,0.308,6.505
04:04:21,7.441,0.308,6.458
04:04:16,7.370,0.308,6.469
04:04:11,7.405,0.308,6.351
04:04:06,7.394,0.308,6.481
04:04:01,7.405,0.332,6.422
04:03:56,7.405,0.320,6.268
04:03:51,7.370,0.332,6.434
04:03:46,7.417,0.332,6.469
04:03:41,7.405,0.320,6.398
04:03:36,7.394,0.332,6.315
04:03:31,7.370,0.332,6.221
04:03:26,7.394,0.308,6.446
04:03:21,7.394,0.296,6.505
04:03:16,7.429,0.308,6.469
04:03:11,7.370,0.308,6.327
04:03:06,7.382,0.296,6.055
04:03:01,7.405,0.296,6.529
04:02:56,7.405,0.296,6.552
04:02:51,7.405,0.284,6.517
04:02:46,7.417,0.273,6.481
04:02:41,7.405,0.296,6.540
04:02:36,7.429,0.284,6.588
04:02:31,7.429,0.296,6.576
04:02:26,7.394,0.284,6.505
04:02:21,7.405,0.296,6.517
04:02:16,7.417,0.273,6.552
04:02:11,7.417,0.296,6.552
04:02:06,7.394,0.273,6.576
04:02:01,7.370,0.284,6.469
04:01:56,7.394,0.273,6.588
04:01:51,7.417,0.273,6.623
04:01:46,7.394,0.284,6.588
04:01:41,7.405,0.296,6.540
04:01:36,7.417,0.308,6.540
04:01:31,7.405,0.308,6.517
04:01:26,7.405,0.296,6.517
04:01:21,7.405,0.332,6.446
04:01:16,7.417,0.320,6.410
04:01:11,7.382,0.332,6.149
04:01:06,7.417,0.344,6.410
04:01:01,7.453,0.320,6.375
04:00:56,7.417,0.344,6.446
04:00:51,7.417,0.355,6.386
04:00:46,7.394,0.344,6.292
04:00:41,7.417,0.332,6.304
04:00:36,7.429,0.320,6.458
04:00:31,7.417,0.332,6.398
04:00:26,7.417,0.332,6.458
04:00:21,7.394,0.320,6.434
04:00:16,7.405,0.332,6.481
04:00:11,7.382,0.320,6.173
04:00:06,7.405,0.296,6.505
04:00:01,7.417,0.320,6.446
03:59:56,7.394,0.332,6.422
03:59:51,7.382,0.320,6.173
03:59:46,7.346,0.344,5.912
03:59:41,7.441,0.355,6.458
03:59:36,7.417,0.344,6.351
03:59:31,7.405,0.332,6.375
03:59:26,7.358,0.332,6.469
03:59:21,7.429,0.332,6.446
03:59:16,7.441,0.344,6.363
03:59:11,7.405,0.344,6.363
03:59:06,7.417,0.344,6.280
03:59:01,7.417,0.344,6.339
03:58:56,7.429,0.355,6.315
03:58:51,7.429,0.355,6.351
03:58:46,7.417,0.355,6.351
03:58:41,7.370,0.344,5.948
03:58:36,7.405,0.344,6.375
03:58:31,7.429,0.320,6.363
03:58:26,7.417,0.344,6.351
03:58:21,7.382,0.332,6.410
03:58:16,7.405,0.320,6.434
03:58:11,7.405,0.332,6.375
03:58:06,7.429,0.320,6.410
03:58:01,7.417,0.320,6.268
03:57:56,7.358,0.332,6.043
03:57:51,7.417,0.320,6.327
03:57:46,7.405,0.332,6.434
03:57:41,7.417,0.320,6.351
03:57:36,7.417,0.332,6.138
03:57:31,7.429,0.320,6.517
03:57:26,7.405,0.308,6.434
03:57:21,7.417,0.308,6.493
03:57:16,7.358,0.296,6.398
03:57:11,7.429,0.308,6.410
03:57:06,7.441,0.332,6.469
03:57:01,7.405,0.308,6.422
03:56:56,7.394,0.332,6.327
03:56:51,7.417,0.332,6.375
03:56:46,7.429,0.332,6.422
03:56:41,7.429,0.320,6.422
03:56:36,7.405,0.320,6.386
03:56:31,7.405,0.332,6.386
03:56:26,7.346,0.332,5.676
03:56:21,7.429,0.332,6.363
03:56:16,7.417,0.320,6.398
03:56:11,7.417,0.320,6.386
03:56:06,7.334,0.332,6.339
03:56:01,7.441,0.332,6.386
03:55:56,7.429,0.296,6.410
03:55:51,7.417,0.332,6.481
03:55:46,7.429,0.320,6.232
03:55:41,7.394,0.296,6.410
03:55:36,7.417,0.320,6.410
03:55:31,7.417,0.320,6.434
03:55:26,7.417,0.308,6.114
03:55:21,7.405,0.308,6.458
03:55:16,7.405,0.296,6.398
03:55:11,7.441,0.308,6.505
03:55:06,7.429,0.296,6.327
03:55:01,7.370,0.332,6.185
03:54:56,7.405,0.308,6.410
03:54:51,7.405,0.332,6.410
03:54:46,7.429,0.332,6.446
03:54:41,7.405,0.332,6.434
03:54:36,7.429,0.332,6.375
03:54:31,7.417,0.320,6.469
03:54:26,7.394,0.308,6.422
03:54:21,7.370,0.296,6.161
03:54:16,7.370,0.332,6.469
03:54:11,7.417,0.332,6.493
03:54:06,7.417,0.332,6.398
03:54:01,7.417,0.344,6.327
03:53:56,7.346,0.344,6.031
03:53:51,7.417,0.355,6.386
03:53:46,7.453,0.344,6.351
03:53:41,7.417,0.355,6.339
03:53:36,7.382,0.355,6.019
03:53:31,7.405,0.355,6.315
03:53:26,7.417,0.367,6.268
03:53:21,7.441,0.367,6.304
03:53:16,7.405,0.367,6.256
03:53:11,7.405,0.355,6.185
03:53:06,7.417,0.344,6.327
03:53:01,7.429,0.367,6.327
03:52:57,7.405,0.367,6.197
03:52:51,7.370,0.367,6.197
03:52:46,7.417,0.344,6.339
03:52:41,7.429,0.344,6.304
03:52:36,7.417,0.367,6.304
03:52:31,7.405,0.367,6.114
03:52:26,7.429,0.379,6.256
03:52:21,7.405,0.379,6.256
03:52:16,7.394,0.367,6.256
03:52:11,7.405,0.344,6.304
03:52:06,7.429,0.355,6.327
03:52:01,7.441,0.355,6.351
03:51:56,7.405,0.344,6.280
03:51:51,7.394,0.355,6.138
03:51:46,7.358,0.367,5.877
03:51:41,7.429,0.391,6.292
03:51:36,7.405,0.367,6.304
03:51:31,7.417,0.344,6.221
03:51:26,7.405,0.355,6.256
03:51:21,7.405,0.391,6.232
03:51:16,7.405,0.367,6.256
03:51:11,7.441,0.379,6.256
03:51:06,7.405,0.379,6.197
03:51:01,7.417,0.379,6.197
03:50:56,7.429,0.379,5.995
03:50:51,7.417,0.379,6.256
03:50:46,7.429,0.379,6.268
03:50:41,7.417,0.379,6.232
03:50:36,7.405,0.379,5.912
03:50:31,7.346,0.367,6.209
03:50:26,7.429,0.379,6.268
03:50:21,7.394,0.379,6.185
03:50:16,7.417,0.367,6.244
03:50:11,7.417,0.367,6.256
03:50:06,7.453,0.367,6.292
03:50:01,7.417,0.332,6.268
03:49:56,7.417,0.367,6.268
03:49:51,7.417,0.367,6.232
03:49:46,7.405,0.367,6.268
03:49:41,7.417,0.367,6.244
03:49:36,7.429,0.344,6.268
03:49:31,7.405,0.367,6.280
03:49:26,7.405,0.379,6.232
03:49:21,7.429,0.367,6.292
03:49:16,7.453,0.379,6.232
03:49:11,7.394,0.379,6.173
03:49:06,7.453,0.379,6.209
03:49:01,7.429,0.367,6.221
03:48:56,7.417,0.391,6.197
03:48:51,7.429,0.379,6.090
03:48:46,7.441,0.403,6.173
03:48:42,7.417,0.391,6.209
03:48:36,7.417,0.403,6.090
03:48:32,7.370,0.391,5.830
03:48:26,7.453,0.403,5.747
03:48:21,7.429,0.403,6.138
03:48:16,7.417,0.403,6.197
03:48:11,7.394,0.391,6.043
03:48:06,7.370,0.403,6.055
03:48:01,7.429,0.403,6.090
03:47:56,7.417,0.391,6.090
03:47:51,7.441,0.415,6.114
03:47:46,7.394,0.403,5.936
03:47:41,7.405,0.403,6.055
03:47:36,7.405,0.403,6.090
03:47:31,7.429,0.403,6.126
03:47:26,7.417,0.403,5.889
03:47:21,7.405,0.403,6.138
03:47:16,7.417,0.403,6.078
03:47:11,7.429,0.391,6.149
03:47:06,7.429,0.391,6.161
03:47:01,7.405,0.391,6.126
03:46:56,7.429,0.379,6.197
03:46:51,7.429,0.379,6.078
03:46:46,7.417,0.391,6.197
03:46:41,7.429,0.391,6.114
03:46:36,7.441,0.403,5.593
03:46:31,7.405,0.403,6.078
03:46:26,7.417,0.403,6.173
03:46:21,7.417,0.403,6.149
03:46:16,7.394,0.391,6.102
03:46:11,7.429,0.379,6.209
03:46:06,7.405,0.379,6.149
03:46:01,7.429,0.379,6.197
03:45:56,7.382,0.367,6.197
03:45:51,7.441,0.367,6.256
03:45:46,7.429,0.367,6.268
03:45:41,7.429,0.367,6.268
03:45:36,7.405,0.355,6.292
03:45:31,7.417,0.367,6.292
03:45:26,7.394,0.367,6.138
03:45:21,7.417,0.379,6.339
03:45:16,7.429,0.367,6.268
03:45:11,7.417,0.379,6.244
03:45:06,7.405,0.379,6.126
03:45:01,7.382,0.367,5.901
03:44:56,7.441,0.379,6.221
03:44:51,7.417,0.379,6.268
03:44:46,7.394,0.367,6.256
03:44:41,7.429,0.344,6.304
03:44:36,7.417,0.367,6.339
03:44:31,7.429,0.344,6.268
03:44:26,7.405,0.332,6.315
03:44:21,7.394,0.355,6.363
03:44:16,7.429,0.344,6.315
03:44:11,7.417,0.332,6.114
03:44:06,7.429,0.332,6.446
03:44:01,7.417,0.332,6.422
03:43:56,7.405,0.320,6.398
03:43:51,7.382,0.320,6.197
03:43:46,7.346,0.344,5.758
03:43:41,7.429,0.344,6.339
03:43:36,7.429,0.367,6.327
03:43:31,7.394,0.367,6.232
03:43:26,7.382,0.344,6.315
03:43:21,7.429,0.367,6.280
03:43:16,7.429,0.367,6.292
03:43:11,7.429,0.344,6.339
03:43:06,7.382,0.344,6.304
03:43:01,7.405,0.332,6.410
03:42:56,7.441,0.320,6.422
03:42:51,7.417,0.320,6.386
03:42:46,7.405,0.355,6.268
03:42:41,7.394,0.355,6.197
03:42:36,7.441,0.367,6.292
03:42:31,7.417,0.379,6.221
03:42:26,7.417,0.379,6.221
03:42:21,7.417,0.379,6.055
03:42:16,7.405,0.391,6.197
03:42:11,7.405,0.379,6.209
03:42:06,7.429,0.391,6.232
03:42:01,7.453,0.391,6.161
03:41:56,7.441,0.403,6.173
03:41:51,7.417,0.391,6.173
03:41:46,7.429,0.379,6.185
03:41:41,7.441,0.403,6.185
03:41:36,7.429,0.391,6.126
03:41:31,7.417,0.403,6.209
03:41:26,7.417,0.379,6.173
03:41:21,7.441,0.367,6.221
03:41:16,7.382,0.379,6.019
03:41:11,7.441,0.367,6.232
03:41:06,7.429,0.367,6.280
03:41:01,7.429,0.367,6.244
03:40:56,7.417,0.367,6.055
03:40:51,7.441,0.367,6.232
03:40:46,7.417,0.367,6.280
03:40:41,7.417,0.367,6.256
03:40:36,7.405,0.379,6.173
03:40:31,7.405,0.379,6.280
03:40:26,7.429,0.379,6.232
03:40:21,7.417,0.379,6.173
03:40:16,7.405,0.379,6.149
03:40:11,7.382,0.391,5.984
03:40:06,7.358,0.403,6.102
03:40:01,7.429,0.403,6.149
03:39:56,7.417,0.427,6.031
03:39:51,7.441,0.450,6.043
03:39:46,7.370,0.438,6.031
03:39:41,7.429,0.450,6.019
03:39:36,7.429,0.450,6.031
03:39:31,7.429,0.438,5.972
03:39:26,7.417,0.450,6.043
03:39:21,7.417,0.438,6.043
03:39:16,7.417,0.438,6.055
03:39:11,7.417,0.438,6.067
03:39:06,7.405,0.450,6.126
03:39:01,7.417,0.438,5.593
03:38:56,7.417,0.438,6.043
03:38:51,7.394,0.427,6.055
03:38:46,7.394,0.427,6.019
03:38:41,7.370,0.415,5.865
03:38:36,7.453,0.403,6.126
03:38:31,7.405,0.403,6.090
03:38:26,7.465,0.403,6.090
03:38:21,7.394,0.403,5.841
03:38:16,7.370,0.403,5.758
03:38:11,7.429,0.403,6.102
03:38:06,7.429,0.403,6.114
03:38:01,7.429,0.403,6.114
03:37:56,7.394,0.403,6.126
03:37:51,7.441,0.391,6.126
03:37:46,7.441,0.403,6.149
03:37:41,7.417,0.403,6.138
03:37:36,7.370,0.391,5.912
03:37:31,7.429,0.403,6.090
03:37:26,7.429,0.403,6.149
03:37:22,7.382,0.403,6.102
03:37:16,7.417,0.427,5.901
03:37:11,7.417,0.403,5.782
03:37:06,7.417,0.403,6.078
03:37:01,7.441,0.427,5.984
03:36:56,7.417,0.415,5.830
03:36:51,7.429,0.415,6.067
03:36:46,7.405,0.438,6.007
03:36:41,7.441,0.450,6.007
03:36:36,7.405,0.450,5.995
03:36:31,7.405,0.438,5.794
03:36:26,7.429,0.450,5.995
03:36:21,7.429,0.438,5.995
03:36:16,7.417,0.438,6.019
03:36:11,7.441,0.438,5.972
03:36:06,7.453,0.450,6.031
03:36:01,7.417,0.438,6.007
03:35:56,7.429,0.450,5.924
03:35:51,7.441,0.438,5.924
03:35:46,7.405,0.438,5.948
03:35:41,7.441,0.438,6.031
03:35:36,7.453,0.427,6.007
03:35:31,7.417,0.415,5.960
03:35:26,7.417,0.415,6.055
03:35:21,7.453,0.450,6.019
03:35:16,7.441,0.438,5.972
03:35:11,7.441,0.450,6.019
03:35:06,7.394,0.438,6.043
03:35:01,7.405,0.427,5.711
03:34:56,7.441,0.427,5.972
03:34:51,7.417,0.415,6.067
03:34:46,7.394,0.427,5.948
03:34:41,7.370,0.415,6.114
03:34:36,7.417,0.427,6.031
03:34:31,7.453,0.438,6.031
03:34:26,7.441,0.427,6.090
03:34:21,7.382,0.415,5.877
03:34:16,7.405,0.403,6.078
03:34:11,7.441,0.403,6.138
03:34:06,7.417,0.438,6.126
03:34:01,7.465,0.427,6.114
03:33:56,7.346,0.427,5.510
03:33:51,7.405,0.415,6.078
03:33:46,7.417,0.427,6.031
03:33:41,7.441,0.415,5.948
03:33:36,7.394,0.427,6.007
03:33:31,7.429,0.438,6.019
03:33:26,7.405,0.450,6.031
03:33:21,7.417,0.415,6.007
03:33:16,7.370,0.415,5.782
03:33:11,7.429,0.391,6.149
03:33:06,7.429,0.415,6.173
03:33:01,7.405,0.403,6.102
03:32:56,7.394,0.403,6.126
03:32:51,7.417,0.391,5.652
03:32:46,7.417,0.415,6.149
03:32:41,7.441,0.438,6.078
03:32:36,7.417,0.415,6.055
03:32:31,7.429,0.438,6.067
03:32:26,7.429,0.450,6.078
03:32:21,7.453,0.474,6.114
03:32:16,7.453,0.427,6.043
03:32:11,7.429,0.427,6.055
03:32:06,7.429,0.438,5.984
03:32:01,7.453,0.438,6.067
03:31:56,7.441,0.450,5.995
03:31:51,7.394,0.462,5.912
03:31:46,7.334,0.462,5.486
03:31:41,7.405,0.462,5.960
03:31:36,7.441,0.486,5.912
03:31:31,7.453,0.498,5.865
03:31:26,7.394,0.498,5.593
03:31:21,7.453,0.498,5.936
03:31:16,7.429,0.462,5.865
03:31:11,7.429,0.486,5.912
03:31:06,7.394,0.498,5.924
03:31:01,7.453,0.498,5.521
03:30:56,7.453,0.498,5.877
03:30:51,7.417,0.486,5.936
03:30:46,7.417,0.474,5.758
03:30:41,7.417,0.462,5.960
03:30:36,7.441,0.450,5.984
03:30:31,7.405,0.474,5.912
03:30:26,7.429,0.462,5.960
03:30:21,7.394,0.462,5.948
03:30:16,7.346,0.462,5.960
03:30:11,7.417,0.462,5.960
03:30:06,7.441,0.474,5.948
03:30:01,7.429,0.474,5.984
03:29:56,7.405,0.450,5.782
03:29:51,7.417,0.438,6.067
03:29:46,7.429,0.474,5.995
03:29:41,7.429,0.462,5.972
03:29:36,7.417,0.474,5.889
03:29:31,7.405,0.438,5.510
03:29:26,7.441,0.450,6.019
03:29:21,7.441,0.450,6.078
03:29:16,7.441,0.427,6.078
03:29:11,7.429,0.427,6.055
03:29:06,7.429,0.450,6.019
03:29:01,7.465,0.450,6.043
03:28:56,7.453,0.450,6.031
03:28:51,7.405,0.438,6.055
03:28:46,7.417,0.450,6.031
03:28:41,7.429,0.462,5.960
03:28:36,7.429,0.486,5.912
03:28:31,7.417,0.486,5.924
03:28:26,7.382,0.462,5.995
03:28:21,7.405,0.486,5.936
03:28:16,7.394,0.474,5.984
03:28:11,7.429,0.462,6.043
03:28:06,7.441,0.462,6.043
03:28:01,7.441,0.450,6.031
03:27:56,7.417,0.462,5.865
