updated,,,A2,A3,A4,A5
10:46:37,2.273,0.000,3.055,2.893,0.283,2.595
10:46:31,2.229,0.000,3.050,2.893,0.279,2.590
10:46:25,2.346,0.000,3.050,2.884,0.279,2.669
10:46:20,2.302,0.000,3.050,2.879,0.274,2.615
10:46:14,2.234,0.000,3.060,2.893,0.274,2.654
10:46:09,2.317,0.000,3.050,2.889,0.274,2.634
10:46:03,2.322,0.000,3.065,2.884,0.279,2.566
10:45:58,2.263,0.000,3.055,2.869,0.279,2.664
10:45:51,2.170,0.000,3.069,2.869,0.274,2.649
10:45:46,2.195,0.000,3.055,2.889,0.279,2.625
10:45:40,2.366,0.000,3.060,2.893,0.269,2.654
10:45:35,2.287,0.000,3.055,2.889,0.269,2.644
10:45:29,2.243,0.000,3.050,2.889,0.269,2.644
10:45:23,2.151,0.000,3.055,2.898,0.274,2.615
10:45:18,2.234,0.000,3.045,2.874,0.279,2.625
10:45:13,2.302,0.000,3.050,2.874,0.279,2.630
10:45:06,2.136,0.000,3.040,2.859,0.274,2.571
10:45:01,2.263,0.000,3.060,2.898,0.283,2.634
10:44:55,2.331,0.000,3.055,2.893,0.274,2.649
10:44:50,2.385,0.000,3.055,2.893,0.283,2.625
10:44:44,2.263,0.000,3.045,2.893,0.283,2.595
10:44:38,2.234,0.000,3.045,2.884,0.279,2.615
10:44:27,2.092,0.000,3.055,2.884,0.279,2.630
10:44:27,2.092,0.000,3.055,2.884,0.279,2.630
10:44:21,2.204,0.000,3.045,2.908,0.279,2.498
10:44:16,2.366,0.000,3.065,2.898,0.279,2.610
10:44:10,2.341,0.000,3.055,2.893,0.279,2.620
10:44:05,2.219,0.000,3.055,2.893,0.269,2.605
10:44:00,2.273,0.000,3.050,2.889,0.279,2.581
10:43:54,2.214,0.000,3.050,2.889,0.279,2.634
10:43:49,2.268,0.000,3.060,2.889,0.283,2.620
10:43:43,2.209,0.000,3.045,2.893,0.274,2.634
10:43:32,2.155,0.000,3.060,2.893,0.283,2.620
10:43:32,2.336,0.000,3.050,2.889,0.283,2.590
10:43:26,2.283,0.000,3.055,2.893,0.279,2.566
10:43:20,2.229,0.000,3.065,2.889,0.279,2.571
10:43:15,2.185,0.000,3.055,2.884,0.279,2.590
10:43:09,2.229,0.000,3.099,2.893,0.279,2.610
10:43:03,2.356,0.000,3.050,2.889,0.269,2.610
10:42:57,2.199,0.000,3.040,2.884,0.279,2.600
10:42:52,2.209,0.000,3.065,2.893,0.269,2.610
10:42:47,2.175,0.000,3.060,2.893,0.279,2.615
10:42:41,2.224,0.000,3.040,2.884,0.279,2.590
10:42:35,2.116,0.000,3.060,2.889,0.279,2.600
10:42:30,2.273,0.000,3.050,2.889,0.279,2.576
10:42:24,2.366,0.000,3.050,2.898,0.274,2.605
10:42:19,2.190,0.000,3.055,2.879,0.279,2.595
10:42:14,2.229,0.000,3.050,2.889,0.283,2.537
10:42:02,2.180,0.000,3.050,2.864,0.279,2.551
10:42:02,2.180,0.000,3.050,2.864,0.279,2.551
10:41:56,2.248,0.000,3.065,2.874,0.279,2.527
10:41:50,2.121,0.000,3.050,2.893,0.279,2.454
10:41:44,2.214,0.000,3.050,2.893,0.283,2.590
10:41:38,2.209,0.000,3.045,2.893,0.283,2.581
10:41:32,2.190,0.000,3.055,2.893,0.283,2.571
10:41:26,2.346,0.000,3.065,2.898,0.283,2.581
10:41:17,2.180,0.000,3.045,2.893,0.283,2.576
10:41:10,2.326,0.000,3.055,2.893,0.283,2.590
10:41:03,2.336,0.000,3.045,2.889,0.283,2.566
10:40:56,2.199,0.000,3.055,2.884,0.283,2.331
10:40:50,2.195,0.000,3.055,2.898,0.279,2.590
10:40:44,2.155,0.000,3.065,2.898,0.288,2.600
10:40:38,2.204,0.000,3.050,2.889,0.288,2.595
10:40:32,2.204,0.000,3.060,2.893,0.293,2.605
10:40:27,2.322,0.000,3.050,2.893,0.293,2.595
10:40:21,2.214,0.000,3.104,2.898,0.293,2.586
10:40:16,2.155,0.000,3.050,2.893,0.288,2.586
10:40:09,2.243,0.000,3.045,2.893,0.293,2.590
10:40:03,2.155,0.000,3.060,2.893,0.293,2.576
10:39:57,2.165,0.000,3.055,2.884,0.293,2.576
10:39:47,2.097,0.000,3.055,2.893,0.279,2.566
10:39:47,2.229,0.000,3.055,2.893,0.293,2.576
10:39:41,2.219,0.000,3.050,2.884,0.279,2.576
10:39:35,2.253,0.000,3.060,2.893,0.293,2.586
10:39:30,2.214,0.000,3.055,2.893,0.279,2.576
10:39:24,2.185,0.000,3.050,2.898,0.279,2.551
10:39:19,2.224,0.000,3.045,2.884,0.288,2.576
10:39:13,2.048,0.000,3.060,2.859,0.293,2.458
10:39:02,2.278,0.000,3.050,2.889,0.293,2.576
10:39:02,2.278,0.000,3.050,2.889,0.293,2.576
10:38:56,2.190,0.000,3.055,2.889,0.293,2.556
10:38:51,2.239,0.000,3.045,2.893,0.288,2.527
10:38:46,2.214,0.000,3.045,2.893,0.298,2.551
10:38:40,2.219,0.000,3.055,2.898,0.293,2.556
10:38:35,2.131,0.000,3.050,2.893,0.288,2.546
10:38:29,2.195,0.000,3.094,2.893,0.293,2.527
10:38:24,2.199,0.000,3.055,2.884,0.293,2.546
10:38:18,2.155,0.000,3.050,2.893,0.293,2.551
10:38:07,2.155,0.000,3.055,2.903,0.293,2.581
10:38:07,2.155,0.000,3.055,2.903,0.293,2.581
10:38:01,2.297,0.000,3.045,2.889,0.293,2.561
10:37:55,2.234,0.000,3.060,2.893,0.288,2.551
10:37:49,2.239,0.000,3.060,2.879,0.293,2.576
10:37:44,2.287,0.000,3.055,2.889,0.293,2.600
10:37:38,2.273,0.000,3.045,2.884,0.293,2.576
10:37:28,2.058,0.000,3.050,2.879,0.293,2.600
10:37:27,2.165,0.000,3.060,2.884,0.288,2.566
10:37:21,2.111,0.000,3.060,2.874,0.288,2.449
10:37:16,2.185,0.000,3.050,2.898,0.288,2.581
10:37:11,2.219,0.000,3.055,2.879,0.288,2.595
10:37:06,2.346,0.000,3.045,2.898,0.298,2.595
10:37:00,2.185,0.000,3.055,2.893,0.288,2.576
10:36:54,2.239,0.000,3.055,2.893,0.298,2.581
10:36:49,2.131,0.000,3.055,2.884,0.293,2.483
10:36:43,2.141,0.000,3.060,2.874,0.293,2.449
10:36:37,2.019,0.000,3.050,2.893,0.298,2.590
10:36:27,2.121,0.000,3.040,2.884,0.298,2.551
10:36:27,2.234,0.000,3.060,2.893,0.288,2.566
10:36:21,2.283,0.000,3.050,2.889,0.283,2.561
10:36:16,2.273,0.000,3.055,2.884,0.288,2.571
10:36:10,2.146,0.000,3.060,2.879,0.288,2.493
10:36:05,2.004,0.000,3.050,2.893,0.293,2.312
10:36:00,2.224,0.000,3.055,2.898,0.303,2.561
10:35:54,2.146,0.000,3.040,2.898,0.288,2.576
10:35:48,2.190,0.000,3.050,2.898,0.288,2.532
10:35:43,2.224,0.000,3.055,2.898,0.298,2.561
10:35:38,2.224,0.000,3.040,2.889,0.293,2.551
10:35:27,2.126,0.000,3.055,2.898,0.293,2.551
10:35:27,2.185,0.000,3.050,2.884,0.288,2.566
10:35:21,2.121,0.000,3.065,2.889,0.293,2.561
10:35:15,2.136,0.000,3.060,2.893,0.288,2.542
10:35:10,2.126,0.000,3.045,2.893,0.303,2.556
10:35:05,2.199,0.000,3.055,2.893,0.298,2.522
10:34:59,2.253,0.000,3.045,2.889,0.298,2.512
10:34:54,2.185,0.000,3.055,2.893,0.298,2.546
10:34:48,2.121,0.000,3.055,2.874,0.298,2.551
10:34:42,2.234,0.000,3.060,2.893,0.293,2.454
10:34:36,2.224,0.000,3.060,2.889,0.298,2.502
10:34:30,2.243,0.000,3.050,2.879,0.298,2.527
10:34:25,2.146,0.000,3.060,2.884,0.298,2.532
10:34:19,2.234,0.000,3.060,2.889,0.303,2.527
10:34:14,2.204,0.000,3.050,2.889,0.303,2.498
10:34:03,2.082,0.000,3.055,2.884,0.298,2.502
10:34:02,2.082,0.000,3.055,2.884,0.298,2.502
10:33:56,2.141,0.000,3.055,2.893,0.298,2.522
10:33:51,2.107,0.000,3.060,2.889,0.298,2.532
10:33:46,2.185,0.000,3.065,2.869,0.303,2.532
10:33:40,2.229,0.000,3.055,2.859,0.303,2.370
10:33:34,2.087,0.000,3.055,2.889,0.298,2.556
10:33:28,2.141,0.000,3.055,2.884,0.303,2.566
10:33:23,2.204,0.000,3.045,2.884,0.288,2.561
10:33:12,2.151,0.000,3.045,2.874,0.293,2.468
10:33:12,2.151,0.000,3.045,2.874,0.293,2.468
10:33:02,2.175,0.000,3.050,2.893,0.293,2.551
10:33:02,2.302,0.000,3.055,2.884,0.293,2.546
10:32:57,2.224,0.000,3.045,2.884,0.293,2.595
10:32:51,2.155,0.000,3.055,2.889,0.283,2.566
10:32:45,2.175,0.000,3.055,2.884,0.293,2.586
10:32:39,2.341,0.000,3.055,2.884,0.288,2.586
10:32:33,2.195,0.000,3.050,2.884,0.288,2.546
10:32:22,2.107,0.000,3.050,2.884,0.293,2.566
10:32:22,2.107,0.000,3.050,2.884,0.293,2.566
10:32:12,2.146,0.000,3.050,2.893,0.298,2.571
10:32:12,2.268,0.000,3.050,2.893,0.288,2.566
10:32:07,2.165,0.000,3.055,2.884,0.293,2.576
10:32:01,2.248,0.000,3.050,2.889,0.288,2.546
10:31:55,2.190,0.000,3.060,2.893,0.298,2.537
10:31:50,2.160,0.000,3.045,2.869,0.303,2.434
10:31:44,2.151,0.000,3.055,2.889,0.303,2.400
10:31:39,2.248,0.000,3.050,2.884,0.298,2.571
10:31:34,2.131,0.000,3.050,2.879,0.298,2.576
10:31:28,2.155,0.000,3.060,2.893,0.303,2.581
10:31:18,2.146,0.000,3.065,2.884,0.303,2.561
10:31:17,2.283,0.000,3.065,2.874,0.303,2.542
10:31:11,2.126,0.000,3.045,2.869,0.303,2.493
10:31:06,2.107,0.000,3.055,2.879,0.303,2.542
10:31:00,2.155,0.000,3.055,2.884,0.303,2.556
10:30:55,2.141,0.000,3.060,2.893,0.303,2.566
10:30:50,2.199,0.000,3.055,2.893,0.303,2.551
10:30:44,2.185,0.000,3.045,2.879,0.313,2.468
10:30:38,2.190,0.000,3.055,2.889,0.313,2.527
10:30:33,2.199,0.000,3.055,2.864,0.313,2.502
10:30:27,2.219,0.000,3.060,2.879,0.323,2.502
10:30:22,2.229,0.000,3.045,2.884,0.318,2.493
10:30:15,2.121,0.000,3.050,2.889,0.318,2.517
10:30:09,2.131,0.000,3.055,2.893,0.313,2.527
10:30:04,2.077,0.000,3.050,2.898,0.313,2.522
10:29:58,2.146,0.000,3.055,2.889,0.308,2.517
10:29:52,2.204,0.000,3.050,2.884,0.303,2.522
10:29:42,1.979,0.000,3.065,2.864,0.298,2.444
10:29:42,1.979,0.000,3.065,2.864,0.298,2.444
10:29:36,2.151,0.000,3.055,2.884,0.303,2.522
10:29:31,2.111,0.000,3.055,2.898,0.313,2.512
10:29:25,2.102,0.000,3.040,2.889,0.308,2.507
10:29:20,2.195,0.000,3.065,2.893,0.298,2.517
10:29:13,2.170,0.000,3.050,2.879,0.308,2.502
10:29:08,2.121,0.000,3.060,2.893,0.298,2.483
10:28:57,2.053,0.000,3.050,2.864,0.308,2.473
10:28:57,2.092,0.000,3.065,2.893,0.298,2.405
10:28:51,2.141,0.000,3.060,2.864,0.308,2.336
10:28:46,2.097,0.000,3.050,2.884,0.313,2.463
10:28:40,2.116,0.000,3.060,2.893,0.313,2.493
10:28:34,2.102,0.000,3.060,2.889,0.313,2.493
10:28:29,2.155,0.000,3.050,2.889,0.308,2.468
10:28:23,2.063,0.000,3.055,2.884,0.308,2.454
10:28:12,2.033,0.000,3.040,2.869,0.298,2.322
10:28:12,2.033,0.000,3.040,2.884,0.303,2.380
10:28:06,2.165,0.000,3.055,2.884,0.303,2.493
10:28:00,2.087,0.000,3.055,2.874,0.303,2.307
10:27:55,2.111,0.000,3.065,2.893,0.298,2.512
10:27:49,2.175,0.000,3.055,2.879,0.303,2.507
10:27:43,2.160,0.000,3.060,2.889,0.298,2.522
10:27:37,2.248,0.000,3.050,2.889,0.298,2.527
10:27:32,2.131,0.000,3.050,2.889,0.308,2.551
10:27:27,2.185,0.000,3.050,2.889,0.298,2.527
10:27:21,2.116,0.000,3.060,2.893,0.308,2.556
10:27:16,2.190,0.000,3.055,2.893,0.313,2.551
10:27:10,2.234,0.000,3.055,2.884,0.308,2.532
10:27:05,2.292,0.000,3.060,2.889,0.313,2.532
10:26:58,2.141,0.000,3.055,2.884,0.313,2.542
10:26:53,2.107,0.000,3.050,2.889,0.308,2.517
10:26:42,2.131,0.000,3.055,2.889,0.318,2.522
10:26:42,2.131,0.000,3.050,2.893,0.318,2.532
10:26:36,2.170,0.000,3.060,2.879,0.308,2.517
10:26:31,2.121,0.000,3.055,2.898,0.313,2.498
10:26:25,2.224,0.000,3.050,2.884,0.318,2.517
10:26:20,2.136,0.000,3.055,2.879,0.313,2.273
10:26:15,2.136,0.000,3.050,2.893,0.313,2.542
10:26:09,2.170,0.000,3.055,2.884,0.313,2.517
10:26:04,2.229,0.000,3.065,2.879,0.308,2.522
10:25:58,2.141,0.000,3.055,2.884,0.308,2.517
10:25:52,2.195,0.000,3.060,2.864,0.308,2.522
10:25:43,2.126,0.000,3.050,2.893,0.303,2.542
10:25:42,2.165,0.000,3.060,2.893,0.303,2.542
10:25:36,2.165,0.000,3.055,2.893,0.303,2.581
10:25:31,2.297,0.000,3.040,2.893,0.303,2.532
10:25:25,2.126,0.000,3.055,2.893,0.303,2.507
10:25:19,2.111,0.000,3.055,2.884,0.303,2.532
10:25:14,2.214,0.000,3.055,2.884,0.308,2.507
10:25:08,2.273,0.000,3.055,2.893,0.303,2.444
10:25:04,2.146,0.000,3.050,2.889,0.303,2.546
10:24:58,2.116,0.000,3.050,2.893,0.298,2.507
10:24:47,2.111,0.000,3.055,2.884,0.308,2.517
10:24:47,2.126,0.000,3.050,2.889,0.303,2.532
10:24:37,1.935,0.000,3.065,2.879,0.298,2.522
10:24:37,2.126,0.000,3.060,2.869,0.298,2.522
10:24:31,2.131,0.000,3.055,2.884,0.298,2.507
10:24:25,2.190,0.000,3.055,2.889,0.303,2.537
10:24:20,2.195,0.000,3.060,2.893,0.308,2.527
10:24:14,2.185,0.000,3.060,2.889,0.308,2.542
10:24:09,2.219,0.000,3.055,2.893,0.313,2.527
10:24:03,2.136,0.000,3.050,2.884,0.308,2.488
10:23:57,2.067,0.000,3.065,2.874,0.303,2.546
10:23:51,2.273,0.000,3.060,2.889,0.313,2.424
10:23:46,2.072,0.000,3.045,2.889,0.318,2.385
10:23:40,2.102,0.000,3.060,2.874,0.313,2.346
10:23:34,2.258,0.000,3.040,2.884,0.313,2.551
10:23:28,2.126,0.000,3.055,2.898,0.308,2.571
10:23:23,2.121,0.000,3.045,2.889,0.313,2.556
10:23:17,2.258,0.000,3.050,2.893,0.313,2.571
10:23:08,2.126,0.000,3.055,2.864,0.313,2.512
10:23:07,2.199,0.000,3.050,2.879,0.313,2.434
10:23:01,2.224,0.000,3.060,2.859,0.313,2.395
10:22:56,2.165,0.000,3.040,2.879,0.308,2.542
10:22:50,2.234,0.000,3.065,2.879,0.318,2.537
10:22:45,2.239,0.000,3.060,2.889,0.313,2.551
10:22:39,2.307,0.000,3.055,2.893,0.313,2.561
10:22:33,2.287,0.000,3.050,2.884,0.308,2.561
10:22:23,2.033,0.000,3.065,2.859,0.318,2.370
10:22:23,2.033,0.000,3.065,2.859,0.313,2.468
10:22:12,2.077,0.000,3.065,2.893,0.318,2.537
10:22:12,2.234,0.000,3.050,2.874,0.323,2.527
10:22:06,2.297,0.000,3.055,2.884,0.308,2.546
10:22:01,2.302,0.000,3.050,2.884,0.308,2.507
10:21:56,2.190,0.000,3.060,2.884,0.318,2.522
10:21:50,2.126,0.000,3.060,2.874,0.318,2.542
10:21:45,2.136,0.000,3.055,2.849,0.318,2.517
10:21:39,2.195,0.000,3.060,2.893,0.308,2.542
10:21:33,2.082,0.000,3.055,2.879,0.323,2.532
10:21:27,2.121,0.000,3.055,2.889,0.323,2.546
10:21:17,2.092,0.000,3.050,2.869,0.323,2.522
10:21:17,2.141,0.000,3.055,2.884,0.323,2.512
10:21:11,2.170,0.000,3.055,2.879,0.323,2.502
10:21:05,2.141,0.000,3.045,2.903,0.323,2.458
10:20:59,2.048,0.000,3.050,2.864,0.323,2.527
10:20:54,2.146,0.000,3.055,2.884,0.323,2.522
10:20:49,2.121,0.000,3.050,2.893,0.327,2.532
10:20:43,2.185,0.000,3.050,2.889,0.332,2.488
10:20:38,2.185,0.000,3.065,2.884,0.327,2.493
10:20:32,2.229,0.000,3.040,2.879,0.327,2.468
10:20:26,2.019,0.000,3.065,2.889,0.327,2.478
10:20:20,2.058,0.000,3.055,2.884,0.337,2.336
10:20:15,2.107,0.000,3.065,2.859,0.327,2.488
10:20:09,2.014,0.000,3.050,2.879,0.327,2.278
10:20:03,2.234,0.000,3.050,2.893,0.332,2.473
10:19:58,2.136,0.000,3.045,2.889,0.327,2.493
10:19:48,2.097,0.000,3.050,2.889,0.323,2.498
10:19:47,2.087,0.000,3.050,2.889,0.323,2.498
10:19:42,2.092,0.000,3.040,2.869,0.318,2.522
10:19:36,2.033,0.000,3.050,2.889,0.323,2.419
10:19:30,1.989,0.000,3.055,2.849,0.308,2.488
10:19:24,2.019,0.000,3.045,2.869,0.323,2.346
10:19:18,2.253,0.000,3.060,2.884,0.323,2.527
10:19:08,2.077,0.000,3.050,2.879,0.323,2.468
10:19:07,2.146,0.000,3.065,2.889,0.323,2.532
10:19:01,2.111,0.000,3.060,2.884,0.323,2.517
10:18:56,2.087,0.000,3.040,2.879,0.323,2.512
10:18:50,2.097,0.000,3.050,2.879,0.323,2.522
10:18:44,2.155,0.000,3.055,2.889,0.308,2.463
10:18:39,2.175,0.000,3.060,2.889,0.308,2.419
10:18:33,2.136,0.000,3.069,2.879,0.313,2.336
10:18:27,2.165,0.000,3.055,2.889,0.318,2.537
10:18:18,2.180,0.000,3.050,2.884,0.318,2.532
10:18:18,2.180,0.000,3.050,2.884,0.318,2.532
10:18:11,2.141,0.000,3.055,2.874,0.313,2.522
10:18:06,2.097,0.000,3.065,2.874,0.308,2.458
10:18:00,2.038,0.000,3.069,2.874,0.323,2.517
10:17:54,2.160,0.000,3.065,2.864,0.318,2.517
10:17:49,2.253,0.000,3.055,2.845,0.318,2.292
10:17:44,2.268,0.000,3.050,2.889,0.318,2.502
10:17:38,2.219,0.000,3.055,2.893,0.318,2.532
10:17:28,2.077,0.000,3.045,2.884,0.318,2.537
10:17:27,2.058,0.000,3.045,2.884,0.318,2.537
10:17:21,2.111,0.000,3.055,2.869,0.323,2.488
10:17:16,2.199,0.000,3.045,2.874,0.323,2.532
10:17:10,2.155,0.000,3.055,2.884,0.313,2.297
10:17:05,2.273,0.000,3.055,2.889,0.318,2.517
10:17:00,2.263,0.000,3.050,2.879,0.318,2.551
10:16:54,2.180,0.000,3.055,2.893,0.308,2.546
10:16:49,2.141,0.000,3.050,2.874,0.323,2.424
10:16:44,2.155,0.000,3.055,2.869,0.313,2.512
10:16:39,2.092,0.000,3.055,2.884,0.308,2.546
10:16:33,2.116,0.000,3.045,2.889,0.318,2.546
10:16:23,2.067,0.000,3.060,2.889,0.323,2.542
10:16:23,2.067,0.000,3.060,2.889,0.323,2.542
10:16:17,2.155,0.000,3.055,2.874,0.318,2.527
10:16:11,2.131,0.000,3.055,2.874,0.318,2.537
10:16:05,2.058,0.000,3.050,2.874,0.313,2.517
10:15:59,2.253,0.000,3.050,2.874,0.313,2.542
10:15:54,2.136,0.000,3.050,2.884,0.313,2.561
10:15:49,2.253,0.000,3.055,2.893,0.313,2.522
10:15:43,2.121,0.000,3.050,2.879,0.318,2.512
10:15:37,2.243,0.000,3.045,2.889,0.318,2.498
10:15:27,2.082,0.000,3.050,2.889,0.323,2.498
10:15:27,2.121,0.000,3.045,2.845,0.318,2.512
10:15:17,2.077,0.000,3.055,2.889,0.318,2.488
10:15:17,2.175,0.000,3.055,2.898,0.323,2.512
10:15:07,2.067,0.000,3.050,2.893,0.308,2.322
10:15:07,2.097,0.000,3.045,2.879,0.318,2.395
10:15:01,2.175,0.000,3.050,2.889,0.323,2.488
10:14:56,2.107,0.000,3.050,2.889,0.323,2.517
10:14:50,2.136,0.000,3.060,2.889,0.323,2.463
10:14:44,2.063,0.000,3.055,2.879,0.318,2.517
10:14:39,2.072,0.000,3.050,2.874,0.323,2.473
10:14:33,2.087,0.000,3.060,2.889,0.318,2.439
10:14:27,2.102,0.000,3.050,2.869,0.318,2.502
10:14:22,2.224,0.000,3.060,2.869,0.318,2.463
10:14:13,2.087,0.000,3.050,2.889,0.323,2.493
10:14:12,2.111,0.000,3.045,2.889,0.323,2.493
10:14:07,2.097,0.000,3.055,2.884,0.323,2.502
10:14:01,2.131,0.000,3.055,2.879,0.323,2.473
10:13:55,2.048,0.000,3.065,2.884,0.323,2.419
10:13:50,2.072,0.000,3.055,2.884,0.318,2.366
10:13:44,2.116,0.000,3.050,2.884,0.323,2.493
10:13:38,2.146,0.000,3.055,2.884,0.323,2.527
10:13:33,2.165,0.000,3.040,2.879,0.323,2.512
10:13:23,2.111,0.000,3.050,2.889,0.318,2.532
10:13:22,2.092,0.000,3.050,2.889,0.323,2.522
10:13:12,2.067,0.000,3.050,2.889,0.318,2.498
10:13:12,2.175,0.000,3.065,2.893,0.318,2.512
10:13:07,2.253,0.000,3.055,2.889,0.332,2.517
10:13:01,1.994,0.000,3.045,2.859,0.332,2.390
10:12:55,2.126,0.000,3.060,2.884,0.327,2.502
10:12:49,2.082,0.000,3.040,2.889,0.332,2.498
10:12:44,2.224,0.000,3.055,2.879,0.332,2.502
10:12:38,2.287,0.000,3.045,2.889,0.323,2.522
10:12:33,2.253,0.000,3.055,2.893,0.327,2.502
10:12:22,2.082,0.000,3.069,2.874,0.323,2.449
10:12:21,2.072,0.000,3.055,2.879,0.323,2.414
10:12:16,2.097,0.000,3.060,2.859,0.318,2.488
10:12:10,2.131,0.000,3.060,2.893,0.318,2.502
10:12:05,2.165,0.000,3.060,2.879,0.318,2.483
10:12:00,2.160,0.000,3.055,2.874,0.318,2.493
10:11:54,2.151,0.000,3.060,2.879,0.327,2.512
10:11:49,2.063,0.000,3.055,2.884,0.323,2.463
10:11:43,2.126,0.000,3.060,2.874,0.323,2.507
10:11:38,2.048,0.000,3.060,2.864,0.323,2.493
10:11:32,1.960,0.000,3.079,2.849,0.327,2.317
10:11:27,2.190,0.000,3.060,2.893,0.332,2.512
10:11:21,2.229,0.000,3.040,2.879,0.327,2.507
10:11:15,2.067,0.000,3.065,2.884,0.327,2.517
10:11:10,2.102,0.000,3.040,2.884,0.318,2.468
10:11:05,2.136,0.000,3.045,2.874,0.332,2.410
10:10:59,2.097,0.000,3.055,2.893,0.332,2.370
10:10:54,2.126,0.000,3.050,2.884,0.332,2.493
10:10:49,2.175,0.000,3.060,2.879,0.327,2.507
10:10:43,2.126,0.000,3.045,2.893,0.332,2.537
10:10:38,2.126,0.000,3.050,2.874,0.332,2.458
10:10:27,2.092,0.000,3.069,2.884,0.332,2.356
10:10:27,2.092,0.000,3.069,2.884,0.332,2.361
10:10:17,2.063,0.000,3.040,2.884,0.332,2.468
10:10:17,2.234,0.000,3.055,2.884,0.332,2.488
10:10:07,2.077,0.000,3.055,2.879,0.327,2.468
10:10:07,2.107,0.000,3.065,2.889,0.327,2.419
10:10:02,2.165,0.000,3.050,2.859,0.332,2.331
10:09:56,1.999,0.000,3.055,2.889,0.332,2.219
10:09:51,2.165,0.000,3.050,2.889,0.337,2.493
10:09:45,2.087,0.000,3.055,2.879,0.337,2.478
10:09:40,2.136,0.000,3.055,2.889,0.342,2.488
10:09:34,2.121,0.000,3.060,2.884,0.337,2.493
10:09:28,2.116,0.000,3.104,2.874,0.332,2.473
10:09:18,1.931,0.000,3.050,2.884,0.332,2.483
10:09:17,1.931,0.000,3.050,2.884,0.332,2.483
10:09:12,2.087,0.000,3.050,2.889,0.342,2.493
10:09:06,2.111,0.000,3.050,2.889,0.332,2.512
10:09:00,2.151,0.000,3.040,2.889,0.337,2.483
10:08:55,2.067,0.000,3.060,2.884,0.327,2.483
10:08:50,2.243,0.000,3.065,2.884,0.332,2.424
10:08:44,2.146,0.000,3.045,2.879,0.337,2.331
10:08:39,2.209,0.000,3.050,2.889,0.327,2.502
10:08:33,2.146,0.000,3.045,2.884,0.327,2.512
10:08:28,2.253,0.000,3.065,2.893,0.332,2.507
10:08:18,2.028,0.000,3.045,2.889,0.327,2.429
10:08:18,2.028,0.000,3.050,2.918,0.327,2.463
10:08:12,2.087,0.000,3.055,2.884,0.323,2.405
10:08:06,1.994,0.000,3.065,2.889,0.332,2.336
10:08:01,2.136,0.000,3.040,2.889,0.327,2.498
10:07:56,2.175,0.000,3.055,2.879,0.332,2.498
10:07:50,2.058,0.000,3.050,2.884,0.327,2.483
10:07:45,2.121,0.000,3.050,2.884,0.332,2.463
10:07:39,2.131,0.000,3.055,2.884,0.327,2.473
10:07:33,2.111,0.000,3.060,2.874,0.332,2.463
10:07:28,2.067,0.000,3.060,2.893,0.327,2.473
10:07:22,2.146,0.000,3.045,2.884,0.327,2.478
10:07:13,2.131,0.000,3.045,2.884,0.327,2.498
10:07:12,2.165,0.000,3.060,2.893,0.332,2.473
10:07:06,2.102,0.000,3.050,2.879,0.318,2.478
10:07:00,2.151,0.000,3.065,2.889,0.318,2.458
10:06:55,2.121,0.000,3.050,2.869,0.332,2.410
10:06:49,2.102,0.000,3.060,2.889,0.332,2.498
10:06:44,2.121,0.000,3.050,2.893,0.332,2.483
10:06:39,2.155,0.000,3.045,2.879,0.332,2.493
10:06:34,2.151,0.000,3.060,2.893,0.327,2.488
10:06:29,2.058,0.000,3.040,2.889,0.327,2.434
10:06:23,2.072,0.000,3.050,2.884,0.327,2.400
10:06:12,2.097,0.000,3.055,2.889,0.332,2.507
10:06:12,2.097,0.000,3.055,2.889,0.332,2.507
10:06:06,2.165,0.000,3.045,2.889,0.332,2.498
10:06:01,2.082,0.000,3.050,2.889,0.332,2.483
10:05:55,2.072,0.000,3.040,2.889,0.332,2.483
10:05:50,2.160,0.000,3.050,2.893,0.337,2.478
10:05:44,2.185,0.000,3.045,2.864,0.332,2.429
10:05:38,2.185,0.000,3.055,2.893,0.327,2.331
10:05:33,2.048,0.000,3.065,2.879,0.327,2.287
10:05:23,2.102,0.000,3.050,2.893,0.332,2.488
10:05:22,2.053,0.000,3.050,2.893,0.332,2.488
10:05:16,2.185,0.000,3.050,2.893,0.342,2.512
10:05:11,2.141,0.000,3.060,2.889,0.337,2.488
10:05:05,2.185,0.000,3.060,2.884,0.337,2.468
10:05:00,2.214,0.000,3.050,2.889,0.337,2.498
10:04:54,2.067,0.000,3.055,2.889,0.332,2.326
10:04:49,2.185,0.000,3.055,2.898,0.337,2.493
10:04:43,2.082,0.000,3.065,2.884,0.337,2.502
10:04:37,2.170,0.000,3.050,2.889,0.337,2.512
10:04:27,2.063,0.000,3.055,2.869,0.342,2.414
10:04:27,2.063,0.000,3.055,2.869,0.342,2.414
10:04:22,2.185,0.000,3.055,2.869,0.337,2.414
10:04:16,1.965,0.000,3.050,2.859,0.342,2.498
10:04:10,2.253,0.000,3.060,2.889,0.337,2.493
10:04:05,2.180,0.000,3.050,2.884,0.337,2.502
10:04:00,2.136,0.000,3.045,2.893,0.342,2.493
10:03:55,2.116,0.000,3.040,2.884,0.337,2.483
10:03:48,2.087,0.000,3.045,2.879,0.337,2.458
10:03:43,2.082,0.000,3.050,2.874,0.327,2.502
10:03:38,2.239,0.000,3.045,2.889,0.347,2.488
10:03:33,2.243,0.000,3.060,2.889,0.332,2.493
